item,statement,claim
Q896635,P1366,['Q84163056']
Q896635,P131,"['Q1202', 'Q1206', 'Q1205', 'Q1208', 'Q54150']"
Q896635,P31,['Q2210417']
Q896635,P88,['Q53437']
Q896635,P84,['Q95728']
Q896635,P1343,"['Q1491903', 'Q8994595']"
Q51328,P31,"['Q15632617', 'Q15773317', 'Q20085850']"
Q51328,P21,['Q6581097']
Q51328,P175,['Q208374']
Q51328,P27,['Q796']
Q51328,P1441,['Q23567']
Q51328,P106,"['Q156839', 'Q47064', 'Q4991371', 'Q3190387']"
Q51328,P140,['Q432']
Q51328,P607,['Q37643']
Q51328,P26,['Q1213828']
Q376511,P159,"['Q68129', 'Q78']"
Q376511,P31,"['Q740752', 'Q17377208']"
Q376511,P1454,['Q693737']
Q376511,P740,['Q78']
Q376511,P749,['Q83835']
Q376511,P17,['Q39']
Q376511,P452,['Q3565868']
Q7389010,P31,['Q63241860']
Q7389010,P17,['Q408']
Q7389010,P137,['Q1075994']
Q7389010,P127,['Q1075994']
Q539471,P31,['Q847017']
Q539471,P910,['Q21021159']
Q539471,P17,['Q16957']
Q539471,P641,['Q41466']
Q539471,P1454,['Q48204']
Q539471,P159,['Q64']
Q539471,P6112,['Q32006971']
Q539471,P527,['Q3943506']
Q539471,P452,['Q124022875']
Q166107,P31,"['Q476028', 'Q847017']"
Q166107,P115,['Q7902919']
Q166107,P118,['Q672305']
Q166107,P641,['Q2736']
Q166107,P910,['Q9250317']
Q166107,P17,['Q39']
Q166107,P159,['Q72']
Q166107,P155,"['Q4023042', 'Q59661571']"
Q166107,P6112,['Q6248926']
Q166107,P1424,['Q25839696']
Q166107,P6364,['Q116450185']
Q166107,P452,['Q124022875']
Q1415022,P279,"['Q274988', 'Q391414', 'Q15303351', 'Q206615']"
Q1423453,P31,"['Q3326717', 'Q223393']"
Q1423453,P910,['Q28046327']
Q1423453,P5008,['Q107400477']
Q1423453,P361,['Q107422949']
Q7430514,P279,['Q10884']
Q7430514,P1535,['Q170355']
Q7430514,P17,['Q408']
Q7430514,P1672,"['Q171529', 'Q131559', 'Q1129683']"
Q2263701,P31,"['Q201658', 'Q7777573']"
Q666572,P31,"['Q207694', 'Q1007870', 'Q1497649', 'Q2668072']"
Q666572,P17,['Q39']
Q666572,P131,['Q69030']
Q666572,P1435,['Q8274529']
Q666572,P361,['Q14913535']
Q66991,P17,['Q39']
Q66991,P31,"['Q70208', 'Q685309', 'Q123705']"
Q66991,P131,['Q237120']
Q66991,P37,['Q188']
Q66991,P910,['Q9112301']
Q66991,P1435,['Q12127133']
Q66991,P361,['Q95097956']
Q66991,P1366,['Q237120']
Q65083733,P279,"['Q126287984', 'Q7311342', 'Q3249551', 'Q3182649', 'Q41521']"
Q65083733,P31,"['Q1190554', 'Q13418847']"
Q65083733,P910,['Q6931260']
Q65083733,P140,['Q5043']
Q1473981,P279,"['Q15361145', 'Q4282505', 'Q82821']"
Q1473981,P1269,"['Q7380600', 'Q2827199']"
Q477607,P17,['Q183']
Q477607,P131,['Q21159']
Q477607,P31,"['Q751876', 'Q33506', 'Q1329623']"
Q477607,P1435,"['Q11691318', 'Q85192696']"
Q477607,P3025,"['Q99731947', 'Q131', 'Q132']"
Q477607,P2846,['Q63731151']
Q477607,P421,"['Q6655', 'Q6723']"
Q2247208,P279,"['Q477248', 'Q2095']"
Q2247208,P527,['Q1959325']
Q2247208,P495,['Q183']
Q2247208,P31,['Q19861951']
Q2247208,P17,['Q183']
Q2247208,P186,"['Q13266', 'Q11002']"
Q1775755,P910,['Q8707604']
Q1775755,P279,"['Q215380', 'Q7627836']"
Q1407578,P31,"['Q17362054', 'Q968159']"
Q1407578,P937,['Q13362']
Q1407578,P527,"['Q7129', 'Q1440939', 'Q454892', 'Q379521', 'Q809514', 'Q804745', 'Q1351631', 'Q1931055', 'Q327706', 'Q721349', 'Q1237228']"
Q1407578,P17,['Q38']
Q1407578,P276,['Q13362']
Q1407578,P135,['Q1404472']
Q1407578,P910,['Q8446680']
Q584084,P31,"['Q968159', 'Q1747829', 'Q16334295']"
Q584084,P495,['Q142']
Q584084,P6379,"['Q679527', 'Q892727', 'Q51252', 'Q1236032', 'Q679075', 'Q194626']"
Q1367277,P910,['Q16659725']
Q1367277,P17,['Q45']
Q1367277,P276,['Q36433']
Q1367277,P31,"['Q32880', 'Q968159']"
Q16532,P31,['Q8502']
Q16532,P17,['Q39']
Q16532,P131,['Q12121']
Q16532,P30,['Q46']
Q16532,P3137,['Q15226']
Q16532,P4552,['Q1436091']
Q16532,P1343,['Q19219752']
Q16539,P31,"['Q8502', 'Q207326']"
Q16539,P131,['Q64004']
Q16539,P17,['Q39']
Q16539,P30,['Q46']
Q16539,P3137,['Q15127']
Q16539,P4552,['Q3663424']
Q16539,P910,['Q55329358']
Q254866,P31,"['Q188451', 'Q107357104']"
Q254866,P279,"['Q201022', 'Q118210225']"
Q254866,P1343,['Q19219752']
Q2252452,P279,"['Q477248', 'Q2095']"
Q2252452,P495,['Q183']
Q11871,P910,['Q9114723']
Q11871,P31,"['Q223393', 'Q7777573']"
Q11871,P1343,['Q20078554']
Q11871,P279,['Q1221280']
Q11871,P5008,['Q60007664']
Q30429,P31,['Q8502']
Q30429,P17,['Q38']
Q30429,P30,['Q46']
Q30429,P131,['Q35077']
Q30429,P4552,['Q14668']
Q366163,P31,['Q740752']
Q366163,P159,['Q72']
Q366163,P740,['Q72']
Q366163,P1454,['Q693737']
Q366163,P452,['Q3565868']
Q366163,P17,['Q39']
Q366163,P1366,['Q450071']
Q685162,P17,['Q183']
Q685162,P131,['Q64']
Q685162,P31,"['Q61710650', 'Q61710689', 'Q2085381']"
Q685162,P921,"['Q17884', 'Q104969456']"
Q685162,P355,"['Q96189392', 'Q28739314']"
Q685162,P421,"['Q6655', 'Q6723']"
Q685162,P101,['Q17884']
Q685162,P136,['Q86463500']
Q685162,P2360,['Q17884']
Q685162,P495,['Q183']
Q685162,P8324,['Q786194']
Q165037,P279,['Q371174']
Q192864,P123,['Q40358']
Q192864,P31,"['Q5633421', 'Q737498', 'Q41298', 'Q1002697']"
Q192864,P166,"['Q3323451', 'Q845188']"
Q192864,P101,['Q336']
Q192864,P495,['Q30']
Q192864,P407,['Q1860']
Q192864,P527,['Q7762584']
Q192864,P921,['Q336']
Q192864,P159,['Q61']
Q192864,P1889,"['Q525592', 'Q27715020']"
Q192864,P910,['Q32781843']
Q192864,P8875,"['Q371467', 'Q104047209']"
Q192864,P1687,['P9268']
Q192864,P98,"['Q6181654', 'Q1683869', 'Q902112', 'Q1240022', 'Q4119494', 'Q585081', 'Q377815', 'Q107118222', 'Q59588614', 'Q24203557', 'Q545047', 'Q11206458']"
Q192864,P291,['Q2017699']
Q588140,P279,['Q33506']
Q588140,P910,['Q7467484']
Q588140,P921,['Q336']
Q588140,P101,['Q2485457']
Q588140,P31,['Q63982911']
Q588140,P1343,['Q867541']
Q193626,P1343,['Q2657718']
Q193626,P31,"['Q2915955', 'Q1387659']"
Q193626,P1889,['Q131036']
Q131036,P910,['Q7547463']
Q131036,P1424,['Q14466067']
Q131036,P1462,['Q2672895']
Q131036,P159,['Q65']
Q131036,P112,['Q216896']
Q131036,P31,"['Q477544', 'Q9174']"
Q131036,P1889,"['Q764731', 'Q107015976']"
Q131036,P3095,['Q113952167']
Q131036,P279,['Q1826286']
Q131036,P170,['Q216896']
Q131036,P495,['Q30']
Q720916,P50,['Q6766514']
Q720916,P31,['Q1004']
Q720916,P6338,['Q5017004']
Q766271,P279,"['Q212337', 'Q756']"
Q766271,P31,['Q4530267']
Q24623944,P641,['Q2736']
Q24623944,P279,"['Q79782', 'Q18175632']"
Q24623944,P61,['Q237494']
Q24623944,P138,['Q19125']
Q24623944,P31,['Q349']
Q1328335,P31,['Q378427']
Q1328335,P17,['Q16']
Q1328335,P2517,['Q32774759']
Q1328335,P138,['Q5297936']
Q1328335,P859,['Q451476']
Q32521,P910,['Q8719128']
Q32521,P31,"['Q7188', 'Q35798', 'Q108838260', 'Q327333']"
Q32521,P17,['Q145']
Q32521,P1001,['Q22']
Q32521,P355,"['Q7834896', 'Q5340921', 'Q4294613']"
Q32521,P1269,['Q744894']
Q32521,P361,['Q55556807']
Q32521,P1830,"['Q212065', 'Q4789847', 'Q5019430', 'Q5236981', 'Q21997621']"
Q32521,P488,['Q174924']
Q32521,P463,['Q37033']
Q32521,P131,['Q2379199']
Q32521,P276,['Q23436']
Q32521,P1365,['Q11311619']
Q32521,P527,['Q1967502']
Q112077124,P31,['Q10429667']
Q112077124,P279,['Q786820']
Q112077124,P452,['Q190117']
Q112077124,P17,['Q30']
Q112077124,P127,['Q156578']
Q112077124,P1889,['Q2261450']
Q1381535,P910,['Q32006516']
Q1381535,P279,['Q33999']
Q1381535,P1269,['Q200092']
Q1381535,P31,['Q16830339']
Q28389,P31,['Q4220920']
Q28389,P279,['Q36180']
Q28389,P425,['Q3429919']
Q28389,P910,['Q3920019']
Q28389,P1687,['P58']
Q28389,P6186,['Q32715122']
Q28389,P2868,['Q36180']
Q28389,P1056,['Q103076']
Q28389,P1889,['Q214917']
Q28389,P12861,['E22']
Q181319,P279,"['Q5255461', 'Q3516833']"
Q181319,P460,['Q131296232']
Q181319,P1889,['Q131296232']
Q2293148,P279,"['Q1007870', 'Q628179', 'Q1702970']"
Q2293148,P910,['Q8988440']
Q7439467,P276,"['Q38272', 'Q21195']"
Q7439467,P279,"['Q4989906', 'Q429811']"
Q7439467,P1343,['Q3181656']
Q3578343,P31,['Q968159']
Q3578343,P361,['Q80113']
Q1934690,P31,['Q746549']
Q1934690,P1343,"['Q867541', 'Q19085957', 'Q1029706']"
Q1934690,P279,['Q124813735']
Q3243230,P1343,"['Q602358', 'Q19180675', 'Q4086271', 'Q20078554', 'Q1970746']"
Q3243230,P186,['Q780486']
Q3243230,P279,"['Q28823', 'Q629103']"
Q834066,P17,['Q30']
Q834066,P131,['Q23337']
Q834066,P31,"['Q860861', 'Q4989906']"
Q834066,P136,['Q557141']
Q834066,P170,['Q6734820']
Q834066,P825,['Q6872489']
Q7440642,P279,['Q7590']
Q1963750,P279,['Q28823']
Q31549,P21,['Q6581097']
Q31549,P106,"['Q488111', 'Q3455803', 'Q33999', 'Q3286043', 'Q4610556', 'Q10800557', 'Q3282637', 'Q2526255']"
Q31549,P27,['Q30']
Q31549,P31,['Q5']
Q31549,P19,['Q505539']
Q31549,P735,"['Q19801202', 'Q4925623']"
Q31549,P1884,['Q2367101']
Q31549,P734,['Q21431195']
Q31549,P451,['Q55392603']
Q31549,P800,['Q16238294']
Q31549,P1412,['Q1860']
Q31549,P103,['Q1860']
Q31549,P6886,['Q1860']
Q16465938,P279,"['Q4022', 'Q47521', 'Q355304', 'Q39508083']"
Q16465938,P31,['Q1428660']
Q556411,P159,['Q194067']
Q556411,P452,['Q190117']
Q556411,P1454,['Q891723']
Q556411,P31,"['Q15081030', 'Q786820']"
Q556411,P910,['Q32452381']
Q556411,P17,['Q159']
Q556411,P1056,"['Q1420', 'Q34493']"
Q57535,P106,"['Q1930187', 'Q201788', 'Q947873', 'Q185351', 'Q6051619', 'Q28389']"
Q57535,P19,['Q699800']
Q57535,P20,['Q64']
Q57535,P27,"['Q43287', 'Q41304', 'Q7318', 'Q713750', 'Q183', 'Q145']"
Q57535,P31,['Q5']
Q57535,P166,"['Q10905276', 'Q996574', 'Q572719', 'Q2584364', 'Q876105']"
Q57535,P735,['Q4844560']
Q57535,P910,['Q17332208']
Q57535,P1412,"['Q188', 'Q1860']"
Q57535,P108,"['Q336197', 'Q29872', 'Q158322']"
Q57535,P551,"['Q84', 'Q64', 'Q64']"
Q57535,P21,['Q6581097']
Q57535,P800,['Q557949']
Q57535,P69,"['Q152087', 'Q101885141']"
Q57535,P119,['Q1486230']
Q57535,P1038,['Q90281']
Q57535,P40,"['Q102182623', 'Q2224353']"
Q57535,P101,"['Q309', 'Q156035', 'Q11030']"
Q57535,P734,['Q37210695']
Q57535,P22,['Q20242910']
Q306,P734,['Q18375255']
Q306,P735,"['Q15620295', 'Q475210', 'Q18095344']"
Q306,P19,['Q2887']
Q306,P22,['Q4121315']
Q306,P26,['Q4164742']
Q306,P31,['Q5']
Q306,P69,"['Q1129925', 'Q13371']"
Q306,P102,"['Q1422826', 'Q327591']"
Q306,P140,['Q1841']
Q306,P21,['Q6581097']
Q306,P106,"['Q82955', 'Q43845', 'Q188094', 'Q557880', 'Q15978655', 'Q81096', 'Q26481809', 'Q131524']"
Q306,P27,['Q298']
Q306,P166,"['Q17366068', 'Q99395826', 'Q253936', 'Q51889745', 'Q13377518', 'Q63343771', 'Q104773180', 'Q48965436']"
Q306,P1950,['Q20653781']
Q306,P551,['Q14484']
Q306,P1412,"['Q1321', 'Q150', 'Q1860']"
Q306,P3373,"['Q664693', 'Q5959016', 'Q6056331']"
Q306,P910,['Q27520728']
Q306,P25,['Q47494696']
Q306,P108,"['Q1129925', 'Q232141', 'Q611995']"
Q306,P1343,['Q67311526']
Q306,P184,['Q192592']
Q306,P3602,"['Q2318815', 'Q28754222']"
Q306,P103,['Q1321']
Q306,P1344,['Q16829464']
Q306,P53,['Q28662889']
Q306,P20,['Q1800398']
Q306,P509,['Q506616']
Q306,P119,['Q16616320']
Q306,P1196,['Q21142718']
Q306,P101,"['Q8134', 'Q7163', 'Q3908516']"
Q306,P39,"['Q18882653', 'Q466956', 'Q466956']"
Q6123113,P31,['Q6460735']
Q6123113,P279,"['Q746549', 'Q18697490']"
Q6123113,P527,"['Q192628', 'Q864693', 'Q643419', 'Q10990']"
Q6123113,P361,['Q3007011']
Q2777255,P31,"['Q2578249', 'Q7188']"
Q2777255,P1366,['Q2906758']
Q2777255,P156,['Q2906758']
Q2777255,P1365,['Q2777244']
Q2777255,P155,['Q2777244']
Q2777255,P6,['Q37610']
Q2777255,P1001,['Q801']
Q7443754,P279,['Q5891']
Q7443754,P361,"['Q27654', 'Q41679']"
Q7443754,P1269,"['Q7017', 'Q7016', 'Q5308718']"
Q3477182,P279,['Q82955']
Q3477182,P31,"['Q4164871', 'Q3320743']"
Q4116373,P279,['Q7748']
Q882788,P17,['Q183']
Q882788,P1435,['Q85171142']
Q882788,P31,['Q166118']
Q882788,P276,['Q700541']
Q882788,P131,['Q158064']
Q882788,P749,['Q685171']
Q882788,P463,"['Q1722480', 'Q1500919']"
Q2622627,P1343,"['Q4173137', 'Q602358', 'Q4173137', 'Q19180675']"
Q2622627,P31,"['Q160598', 'Q1826286']"
Q2622627,P910,['Q32280109']
Q2622627,P17,['Q170770']
Q2622627,P112,['Q4447665']
Q216920,P910,['Q7218123']
Q216920,P31,"['Q179805', 'Q12909644', 'Q2915955']"
Q216920,P279,['Q49447']
Q216920,P5008,['Q6173448']
Q216920,P1343,"['Q867541', 'Q131703556']"
Q216920,P461,['Q44405']
Q216920,P1269,['Q16546879']
Q5779171,P31,['Q6104047']
Q5779171,P279,['Q327333']
Q2167404,P910,['Q14482513']
Q2167404,P279,['Q1156854']
Q2167404,P527,"['Q228502', 'Q3394686', 'Q851598', 'Q123847442']"
Q2167404,P361,"['Q189447', 'Q1561274']"
Q2167404,P31,['Q96251375']
Q2167404,P3095,['Q115929370']
Q7445652,P279,['Q10884']
Q7445652,P361,['Q4421']
Q1415108,P31,"['Q913554', 'Q87167']"
Q1415108,P279,['Q571']
Q1415108,P407,['Q9288']
Q1415108,P50,"['Q249494', 'Q81422']"
Q2266428,P276,['Q797635']
Q2266428,P31,['Q220505']
Q2266428,P17,['Q183']
Q2266428,P407,['Q1860']
Q2309126,P910,['Q9524426']
Q2309126,P1343,['Q103892210']
Q2309126,P279,['Q385378']
Q3739522,P31,"['Q223393', 'Q123512409']"
Q3739522,P910,['Q8728402']
Q3739522,P921,['Q10998095']
Q3739522,P279,"['Q7725634', 'Q10998095', 'Q571']"
Q149985,P279,['Q2085381']
Q149985,P910,['Q8728461']
Q149985,P452,['Q1568650']
Q149985,P1889,['Q29959533']
Q149985,P1382,['Q132007866']
Q745301,P31,"['Q2085381', 'Q1320047']"
Q745301,P740,['Q2656']
Q745301,P112,['Q539651']
Q745301,P17,['Q38']
Q745301,P1454,['Q15648878']
Q745301,P452,['Q3972943']
Q745301,P159,['Q2656']
Q77005,P21,['Q6581072']
Q77005,P106,"['Q33999', 'Q4610556', 'Q10800557']"
Q77005,P27,"['Q43', 'Q183']"
Q77005,P31,['Q5']
Q77005,P19,['Q2880']
Q77005,P735,['Q713759']
Q77005,P1412,['Q188']
Q77005,P69,['Q168426']
Q77005,P551,['Q406']
Q77005,P734,['Q98960391']
Q67476,P17,['Q39']
Q67476,P31,"['Q685309', 'Q532', 'Q123705']"
Q67476,P131,['Q64044']
Q67476,P47,"['Q68843', 'Q69498', 'Q69800', 'Q70075']"
Q67476,P421,"['Q6655', 'Q6723']"
Q67476,P37,['Q652']
Q67476,P1456,['Q14540210']
Q67476,P910,['Q14540224']
Q67476,P1366,['Q64044']
Q738961,P460,['Q112696621']
Q738961,P31,['Q20098739']
Q738961,P279,['Q756']
Q738961,P361,['Q1649770']
Q115755619,P279,"['Q5503', 'Q15640053']"
Q115755619,P31,['Q334166']
Q115755619,P1889,['Q207842']
Q7449406,P31,"['Q201658', 'Q223393', 'Q15961987']"
Q7449406,P279,['Q4164344']
Q14688071,P17,['Q30']
Q14688071,P131,['Q1204']
Q14688071,P31,['Q200764']
Q14688071,P452,['Q126793']
Q14688071,P463,['Q4743232']
Q15686806,P279,"['Q486839', 'Q82955']"
Q15686806,P31,"['Q4164871', 'Q12737077', 'Q294414']"
Q15686806,P910,['Q6398695']
Q15686806,P361,['Q2570643']
Q15686806,P6186,['Q59522417']
Q15686806,P1889,['Q1287067']
Q67435,P17,['Q39']
Q67435,P31,"['Q685309', 'Q123705']"
Q67435,P131,['Q88464491']
Q67435,P910,['Q9117431']
Q67435,P1366,['Q88464491']
Q7450649,P31,"['Q4164871', 'Q12737077']"
Q7450649,P279,"['Q82955', 'Q15978655']"
Q7450743,P31,['Q4220920']
Q7450743,P279,['Q3282637']
Q112303966,P31,"['Q8274', 'Q21198342']"
Q112303966,P136,"['Q242488', 'Q15637310']"
Q112303966,P4969,['Q124313259']
Q112303966,P123,['Q15031115']
Q112303966,P495,['Q17']
Q112303966,P407,['Q5287']
Q112303966,P50,['Q124333114']
Q112303966,P2360,['Q503106']
Q113577643,P31,['Q2249676']
Q25098580,P279,"['Q1630279', 'Q1156854']"
Q25098580,P366,['Q1763090']
Q25098580,P461,['Q3374310']
Q15276545,P279,['Q7239']
Q15276545,P1269,['Q748']
Q3089201,P17,"['Q739', 'Q804']"
Q3089201,P31,['Q13418847']
Q3089201,P1889,['Q5558443']
Q1442,P22,['Q1236655']
Q1442,P39,"['Q842606', 'Q189430', 'Q11704729', 'Q172907', 'Q132063631', 'Q629712', 'Q20056508', 'Q133227152', 'Q40779']"
Q1442,P19,['Q191504']
Q1442,P20,['Q958954']
Q1442,P26,"['Q50989199', 'Q229246']"
Q1442,P40,"['Q107637425', 'Q107637421', 'Q1446', 'Q183089', 'Q110644867']"
Q1442,P31,['Q5']
Q1442,P53,['Q321219']
Q1442,P910,['Q10169234']
Q1442,P1412,"['Q397', 'Q36734', 'Q35497']"
Q1442,P27,['Q1747689']
Q1442,P106,"['Q82955', 'Q47064', 'Q39018']"
Q1442,P2358,['Q6697451']
Q1442,P3373,"['Q537421', 'Q12293587']"
Q1442,P1196,['Q3739104']
Q1442,P140,['Q337547']
Q1442,P1343,"['Q4173137', 'Q602358', 'Q30059240', 'Q1138524', 'Q67311526', 'Q4532138', 'Q3181656', 'Q867541', 'Q16082057']"
Q1442,P2359,['Q32979408']
Q1442,P5025,['Q3479020']
Q1442,P119,['Q486382']
Q1442,P21,['Q6581097']
Q1442,P2365,"['Q64667626', 'Q15880774', 'Q109499115']"
Q1442,P97,['Q211804']
Q1442,P2348,"['Q787204', 'Q105747718', 'Q105747936', 'Q206414', 'Q321219']"
Q1442,P6379,['Q1376']
Q1442,P7763,['Q71887839']
Q1442,P25,['Q12297788']
Q1442,P3716,['Q122166']
Q1442,P1299,"['Q126333743', 'Q126420587']"
Q1975652,P105,['Q34740']
Q1975652,P171,"['Q149335', 'Q146037']"
Q1975652,P910,['Q8730201']
Q1975652,P31,['Q16521']
Q1975652,P427,['Q150129']
Q1975652,P1420,"['Q21293569', 'Q107509750']"
Q1975652,P1343,"['Q112869376', 'Q19085957']"
Q1975652,P138,['Q313595']
Q1975652,P279,['Q10884']
Q1810654,P31,['Q32880']
Q1810654,P279,['Q47591']
Q1810654,P910,['Q9809376']
Q3479143,P31,['Q11451']
Q3479143,P279,['Q82821']
Q3479143,P17,['Q252']
Q3479143,P1269,['Q2746595']
Q3479143,P1889,['Q99884385']
Q55190,P119,['Q208175']
Q55190,P19,['Q2629547']
Q55190,P20,['Q649']
Q55190,P69,['Q1130457']
Q55190,P106,"['Q33999', 'Q2526255', 'Q28389', 'Q10800557', 'Q2449921', 'Q3455803', 'Q1569495', 'Q662729']"
Q55190,P26,"['Q910373', 'Q917581']"
Q55190,P40,"['Q754131', 'Q4093264', 'Q2299195']"
Q55190,P27,"['Q15180', 'Q159']"
Q55190,P31,['Q5']
Q55190,P166,"['Q56669004', 'Q758861', 'Q185493', 'Q278798', 'Q208167', 'Q728960', 'Q403569', 'Q18200478', 'Q46919', 'Q51067', 'Q4146630', 'Q2473104', 'Q185493', 'Q478850', 'Q1067644', 'Q534981', 'Q583881', 'Q1710778', 'Q783270', 'Q613627', 'Q280693', 'Q572572', 'Q1915952', 'Q175622', 'Q1980962', 'Q768476', 'Q10855271', 'Q4192639', 'Q1011547', 'Q19020', 'Q2565389']"
Q55190,P463,['Q4430504']
Q55190,P509,['Q12152']
Q55190,P1196,['Q3739104']
Q55190,P108,"['Q141336', 'Q1001385', 'Q1130457']"
Q55190,P102,['Q79854']
Q55190,P735,"['Q41527049', 'Q12902079']"
Q55190,P734,['Q83491891']
Q55190,P910,['Q49890668']
Q55190,P607,['Q189266']
Q55190,P7084,['Q8456650']
Q55190,P1343,"['Q67311526', 'Q28666511']"
Q55190,P1412,['Q7737']
Q55190,P21,['Q6581097']
Q55190,P5056,['Q5511278']
Q31628,P20,"['Q656', 'Q1991154']"
Q31628,P27,"['Q34266', 'Q139319', 'Q2184', 'Q15180']"
Q31628,P26,"['Q519547', 'Q483512', 'Q4177081', 'Q4198842']"
Q31628,P106,"['Q49757', 'Q36180']"
Q31628,P31,['Q5']
Q31628,P19,['Q4231436']
Q31628,P910,['Q15627464']
Q31628,P119,['Q281859']
Q31628,P1343,"['Q17329836', 'Q17378135', 'Q4239850', 'Q4263804', 'Q20078554', 'Q1145552', 'Q42068474', 'Q67311526', 'Q124510026', 'Q108611244', 'Q125555255', 'Q28666511']"
Q31628,P1196,"['Q10737', 'Q132821']"
Q31628,P509,['Q175111']
Q31628,P1412,['Q7737']
Q31628,P40,"['Q6857059', 'Q620823', 'Q4177079']"
Q31628,P136,"['Q182357', 'Q474090']"
Q31628,P734,['Q109658516']
Q31628,P735,['Q12902079']
Q31628,P21,['Q6581097']
Q31628,P6886,['Q7737']
Q31628,P2354,['Q4435834']
Q31628,P451,['Q4124717']
Q31628,P5056,['Q59102957']
Q31628,P135,"['Q4324287', 'Q908365']"
Q31628,P800,"['Q4224595', 'Q19188526']"
Q12103,P31,"['Q2085381', 'Q19720190']"
Q12103,P910,['Q9259637']
Q12103,P1454,['Q3742388']
Q12103,P112,['Q12085']
Q12103,P17,['Q38']
Q12103,P159,['Q490']
Q12103,P131,['Q490']
Q12103,P488,['Q12105']
Q12103,P138,['Q12105']
Q12103,P1343,['Q19662348']
Q864650,P1056,"['Q37681', 'Q10475001']"
Q864650,P910,['Q9950316']
Q864650,P1343,"['Q19538713', 'Q63284758', 'Q114574317', 'Q19219752']"
Q864650,P279,"['Q80962', 'Q1351959']"
Q864650,P3095,['Q60520619']
Q864650,P31,"['Q29028649', 'Q82821', 'Q5687161']"
Q864650,P5008,['Q6173448']
Q864650,P6104,['Q112898263']
Q864650,P3259,['Q110319947']
Q864650,P495,"['Q889', 'Q227', 'Q794', 'Q43', 'Q863', 'Q874', 'Q265']"
Q864650,P361,['Q23642627']
Q7455127,P31,['Q107357104']
Q7455127,P279,['Q11639']
Q7455127,P144,['Q7535934']
Q7455127,P61,['Q180505']
Q7455127,P1889,['Q516991']
Q54882,P31,['Q4022']
Q54882,P17,['Q29']
Q54882,P403,['Q4918']
Q54882,P974,"['Q5428505', 'Q9072209']"
Q54882,P131,"['Q54939', 'Q54936']"
Q54882,P910,['Q130237752']
Q1912748,P279,['Q41176']
Q7455855,P31,['Q2249676']
Q7455855,P366,['Q7406919']
Q926500,P527,"['Q12000036', 'Q10987']"
Q926500,P279,"['Q5159627', 'Q2095']"
Q926500,P31,"['Q2095', 'Q12000036']"
Q10666486,P279,"['Q639669', 'Q177718']"
Q10666486,P31,['Q66715801']
Q10666486,P910,['Q8732915']
Q10666486,P1382,['Q55960555']
Q10666486,P2354,['Q19901539']
Q10666486,P1687,['P767']
Q18030906,P279,['Q385378']
Q18030906,P3095,['Q5045700']
Q18030906,P1056,['Q30279427']
Q14536,P21,['Q6581097']
Q14536,P106,"['Q36180', 'Q28389', 'Q10800557', 'Q10798782', 'Q1930187', 'Q2405480', 'Q245068', 'Q3455803']"
Q14536,P27,['Q30']
Q14536,P19,['Q462799']
Q14536,P31,['Q5']
Q14536,P910,['Q15361821']
Q14536,P735,"['Q3958283', 'Q347181']"
Q14536,P69,"['Q309350', 'Q6747422', 'Q7060402']"
Q14536,P734,['Q21504721']
Q14536,P1343,['Q58488719']
Q14536,P3373,['Q2493664']
Q14536,P5008,['Q104665671']
Q14536,P1412,['Q1860']
Q14536,P26,['Q123903881']
Q2778154,P31,['Q189819']
Q27639623,P31,"['Q63952888', 'Q8274']"
Q27639623,P495,['Q17']
Q27639623,P407,['Q5287']
Q27639623,P8670,"['Q11236762', 'Q100526445']"
Q27639623,P364,['Q5287']
Q677915,P31,['Q41298']
Q677915,P407,['Q5287']
Q677915,P123,['Q844822']
Q677915,P495,['Q17']
Q677915,P101,['Q12684']
Q677915,P921,['Q12684']
Q3372869,P641,['Q5369']
Q3372869,P31,"['Q82821', 'Q1681122']"
Q3372869,P17,"['Q30', 'Q16']"
Q3372869,P361,['Q176903']
Q3372869,P366,"['Q20980706', 'Q1183039', 'Q1369832']"
Q3372869,P527,['Q1363603']
Q3372869,P1269,['Q23350']
Q428121,P140,['Q747802']
Q428121,P279,['Q15995642']
Q428121,P138,['Q40304']
Q428121,P910,['Q8261405']
Q428121,P31,['Q4164871']
Q976634,P31,"['Q862597', 'Q1786517', 'Q107357104']"
Q976634,P279,"['Q1973457', 'Q107266605', 'Q201022']"
Q976634,P144,['Q1973457']
Q976634,P495,['Q29']
Q976634,P407,['Q1321']
Q976634,P910,['Q26196831']
Q50114313,P31,['Q63982911']
Q50114313,P1754,['Q8733851']
Q50114313,P279,['Q33506']
Q7458818,P279,['Q189819']
Q7458818,P31,['Q608']
Q7458818,P910,['Q19678051']
Q7390026,P31,"['Q4830453', 'Q12540664', 'Q11396960']"
Q7390026,P159,['Q585']
Q7390026,P1454,['Q15042660']
Q7390026,P17,['Q20']
Q177955,P31,"['Q1762059', 'Q368290', 'Q20679540', 'Q11396960']"
Q177955,P159,['Q1754']
Q177955,P740,['Q1754']
Q177955,P17,['Q34']
Q177955,P127,['Q892825']
Q177955,P1830,['Q3361488']
Q177955,P1411,['Q777921']
Q177955,P463,['Q12333329']
Q177955,P1454,['Q422007']
Q553065,P31,['Q847017']
Q553065,P641,['Q31920']
Q553065,P17,['Q183']
Q553065,P1454,['Q9299236']
Q553065,P452,['Q124022875']
Q7459839,P279,['Q49757']
Q2002111,P17,"['Q155', 'Q717']"
